,short_title,icd9_code,long_title
10869,Screen mal neop-skin,V7643,Screening for malignant neoplasms of skin
10870,Scrn malig neop-prostate,V7644,Screening for malignant neoplasms of prostate
10871,Screen malig neop-testis,V7645,Screening for malignant neoplasms of testis
10872,Screen malig neop-ovary,V7646,Special screening for malignant neoplasms of ovary
10873,Screen malig neop-vagina,V7647,Special screening for malignant neoplasms of vagina
10874,Screen mal neop oth site,V7649,Special screening for malignant neoplasms of other sites
10875,Scrn malig neo-intes NOS,V7650,"Special screening for malignant neoplasms for intestine, unspecified"
10876,Screen malig neop-colon,V7651,Special screening for malignant neoplasms of colon
10877,Scrn mal neo-small intes,V7652,Special screening for malignant neoplasms of small intestine
10878,Screen neop-nervous syst,V7681,Special screening for malignant neoplasms of nervous system
10879,Screen neoplasm NEC,V7689,Special screening for other malignant neoplasms
10880,Screen-neoplasm NOS,V769,Special screening for unspecified malignant neoplasms
10881,Screen-thyroid disorder,V770,Screening for thyroid disorders
10882,Screen-diabetes mellitus,V771,Screening for diabetes mellitus
10883,Screen for malnutrition,V772,Screening for malnutrition
10884,Screen-phenylketonuria,V773,Screening for phenylketonuria (PKU)
10885,Screen for galactosemia,V774,Screening for galactosemia
10886,Screening for gout,V775,Screening for gout
10887,Screen-cystic fibrosis,V776,Screening for cystic fibrosis
10888,Screen-inborn err metab,V777,Screening for other inborn errors of metabolism
10889,Screening for obesity,V778,Screening for obesity
10890,Screen lipoid disorders,V7791,Screening for lipoid disorders
10891,Screen-endoc/nut/met NEC,V7799,"Screening for other and unspecified endocrine, nutritional, metabolic, and immunity disorders"
10892,Screen-iron defic anemia,V780,Screening for iron deficiency anemia
10893,Screen-defic anemia NEC,V781,Screening for other and unspecified deficiency anemia
10894,Screen-sickle cell dis,V782,Screening for sickle-cell disease or trait
10895,Scrn-hemoglobinopath NEC,V783,Screening for other hemoglobinopathies
10896,Screen-blood dis NEC,V788,Screening for other disorders of blood and blood-forming organs
10897,Screen-blood dis NOS,V789,Screening for unspecified disorder of blood and blood-forming organs
10898,Screening for depression,V790,Screening for depression
10899,Screening for alcoholism,V791,Screening for alcoholism
10900,Scrn intellect disabilty,V792,Special screening for intellectual disabilities
10901,Screen-development prob,V793,Screening for developmental handicaps in early childhood
10902,Screen-mental dis NEC,V798,Screening for other specified mental disorders and developmental handicaps
10903,Screen-mental dis NOS,V799,Screening for unspecified mental disorder and developmental handicap
10904,Screen-traumtc brain inj,V8001,Special screening for traumatic brain injury
10905,Screen-neuro condition,V8009,Special screening for other neurological conditions
10906,Screening for glaucoma,V801,Screening for glaucoma
10907,Screening-eye cond NEC,V802,Screening for other eye conditions
10908,Screening for ear dis,V803,Screening for ear diseases
10909,Scrn-ischemic heart dis,V810,Screening for ischemic heart disease
10910,Screen for hypertension,V811,Screening for hypertension
10911,Screen-cardiovasc NEC,V812,Screening for other and unspecified cardiovascular conditions
10912,Screen-bronch/emphysema,V813,Screening for chronic bronchitis and emphysema
10913,Screen-respir cond NEC,V814,Screening for other and unspecified respiratory conditions
10914,Screen for nephropathy,V815,Screening for nephropathy
10915,Screen for gu cond NEC,V816,Screening for other and unspecified genitourinary conditions
10916,Screen for skin cond,V820,Screening for skin conditions
10917,Screen-rheumatoid arthr,V821,Screening for rheumatoid arthritis
10918,Screen-rheumat dis NEC,V822,Screening for other rheumatic disorders
10919,Screen-cong hip dislocat,V823,Screening for congenital dislocation of hip
10920,Mat pstntl scr-chrm anom,V824,Maternal postnatal screening for chromosomal anomalies
10921,Screen-contamination NEC,V825,Screening for chemical poisoning and other contamination
10922,Multiphasic screening,V826,Multiphasic screening
10923,Screen-gentc dis carrier,V8271,Screening for genetic disease carrier status
10924,Genetic screening NEC,V8279,Other genetic screening
10925,Screen - osteoporosis,V8281,Special screening for osteoporosis
10926,Screen for condition NEC,V8289,Special screening for other specified conditions
10927,Asympt hemoph a carrier,V8301,Asymptomatic hemophilia A carrier
10928,Sympt hemophil a carrier,V8302,Symptomatic hemophilia A carrier
10929,Cystic fibrosis gene car,V8381,Cystic fibrosis gene carrier
10930,Genetic carrier stat NEC,V8389,Other genetic carrier status
10931,Procreative mangmt NOS,V269,Unspecified procreative management
10932,Deliver-single liveborn,V270,"Outcome of delivery, single liveborn"
10933,Deliver-single stillborn,V271,"Outcome of delivery, single stillborn"
10934,"Deliver-twins, both live",V272,"Outcome of delivery, twins, both liveborn"
10935,"Del-twins, 1 nb, 1 sb",V273,"Outcome of delivery, twins, one liveborn and one stillborn"
10936,"Deliver-twins, both sb",V274,"Outcome of delivery, twins, both stillborn"
10937,"Del-mult birth, all live",V275,"Outcome of delivery, other multiple birth, all liveborn"
10938,"Del-mult brth, some live",V276,"Outcome of delivery, other multiple birth, some liveborn"
10939,"Del-mult birth, all sb",V277,"Outcome of delivery, other multiple birth, all stillborn"
10940,Outcome of delivery NOS,V279,"Outcome of delivery, unspecified outcome of delivery"
10941,Screening-chromosom anom,V280,Antenatal screening for chromosomal anomalies by amniocentesis
10942,Screen-alphafetoprotein,V281,Antenatal screening for raised alpha-fetoprotein levels in amniotic fluid
10943,Screen by amniocent NEC,V282,Other antenatal screening based on amniocentesis
10944,Scr fetl malfrm-ultrasnd,V283,Encounter for routine screening for malformation using ultrasonics
10945,Screen-fetal retardation,V284,Antenatal screening for fetal growth retardation using ultrasonics
10946,Screen-isoimmunization,V285,Antenatal screening for isoimmunization
10947,Antenatal screen strep b,V286,Antenatal screening for Streptococcus B
10948,Scrn fetal anatmc survey,V2881,Encounter for fetal anatomic survey
10949,Scrn risk preterm labor,V2882,Encounter for screening for risk of pre-term labor
10950,Antenatal screening NEC,V2889,Other specified antenatal screening
10951,Antenatal screening NOS,V289,Unspecified antenatal screening
10952,NB obsrv suspct infect,V290,Observation for suspected infectious condition
10953,NB obsrv suspct neurlgcl,V291,Observation for suspected neurological conditions
10954,Obsrv NB suspc resp cond,V292,Observation and evaluation of newborn for suspected respiratory condition
10955,NB obs genetc/metabl cnd,V293,Observation for suspected genetic or metabolic condition
10956,NB obsrv oth suspct cond,V298,Observation for other specified suspected conditions
10957,NB obsrv unsp suspct cnd,V299,Observation for unspecified suspected conditions
10958,Single lb in-hosp w/o cs,V3000,"Single liveborn, born in hospital, delivered without mention of cesarean section"
10959,Single lb in-hosp w cs,V3001,"Single liveborn, born in hospital, delivered by cesarean section"
10960,Singl livebrn-before adm,V301,"Single liveborn, born before admission to hospital"
10961,Single liveborn-nonhosp,V302,"Single liveborn, born outside hospital and not hospitalized"
10962,Twin-mate lb-hosp w/o cs,V3100,"Twin birth, mate liveborn, born in hospital, delivered without mention of cesarean section"
10963,Twin-mate lb-in hos w cs,V3101,"Twin birth, mate liveborn, born in hospital, delivered by cesarean section"
10964,"Twin, mate lb-before adm",V311,"Twin birth, mate liveborn, born before admission to hospital"
10965,"Twin, mate lb-nonhosp",V312,"Twin birth, mate liveborn, born outside hospital and not hospitalized"
10966,Twin-mate sb-hosp w/o cs,V3200,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section"
10967,Twin-mate sb-hosp w cs,V3201,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section"
10968,"Twin, mate sb-before adm",V321,"Twin birth, mate stillborn, born before admission to hospital"
10969,"Twin, mate sb-nonhosp",V322,"Twin birth, mate stillborn, born outside hospital and not hospitalized"
10970,Twin-NOS-in hosp w/o cs,V3300,"Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered without mention of cesarean section"
10971,Twin-NOS-in hosp w cs,V3301,"Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered by cesarean section"
10972,Twin NOS-before admissn,V331,"Twin birth, unspecified whether mate liveborn or stillborn, born before admission to hospital"
10973,Twin NOS-nonhosp,V332,"Twin birth, unspecified whether mate liveborn or stillborn, born outside hospital and not hospitalized"
10974,Oth mult lb-hosp w/o cs,V3400,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered without mention of cesarean section"
10975,Oth mult lb-in hosp w cs,V3401,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section"
10976,Oth mult nb-before adm,V341,"Other multiple birth (three or more), mates all liveborn, born before admission to hospital"
10977,Oth multiple nb-nonhosp,V342,"Other multiple birth (three or more), mates all liveborn, born outside hospital and not hospitalized"
10978,Oth mult sb-hosp w/o cs,V3500,"Other multiple birth (three or more), mates all still born, born in hospital, delivered without mention of cesarean section"
10979,FB shoulder/arm-infect,9127,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound, infected"
10980,Superf inj shldr/arm NEC,9128,"Other and unspecified superficial injury of shoulder and upper arm, without mention of infection"
10981,Superf inj shldr NEC-inf,9129,"Other and unspecified superficial injury of shoulder and upper arm, infected"
10982,Abrasion forearm,9130,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection"
10983,Abrasion forearm-infect,9131,"Abrasion or friction burn of elbow, forearm, and wrist, infected"
10984,Blister forearm,9132,"Blister of elbow, forearm, and wrist, without mention of infection"
10985,Blister forearm-infected,9133,"Blister of elbow, forearm, and wrist, infected"
10986,Insect bite forearm,9134,"Insect bite, nonvenomous of elbow, forearm, and wrist, without mention of infection"
10987,Insect bite forearm-inf,9135,"Insect bite, nonvenomous, of elbow, forearm, and wrist, infected"
10988,Foreign body forearm,9136,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound and without mention of infection"
10989,Foreign body forearm-inf,9137,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound, infected"
10990,Adv eff cholinergics,E9410,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
10991,Adv eff parasympatholytc,E9411,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use
10992,Adv eff sympathomimetics,E9412,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use
10993,Adv eff sympatholytics,E9413,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use
10994,Adv eff autonom agnt NOS,E9419,Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use
10995,Liver lacerat unspcf opn,86415,"Injury to liver with open wound into cavity, laceration, unspecified"
10996,Liver injury NEC-open,86419,Other injury to liver with open wound into cavity
10997,Nontraum muscle rupture,72883,"Rupture of muscle, nontraumatic"
10998,Diastasis of muscle,72884,Diastasis of muscle
10999,Spasm of muscle,72885,Spasm of muscle
11000,Necrotizing fasciitis,72886,Necrotizing fasciitis
11001,Muscle weakness-general,72887,Muscle weakness (generalized)
11002,Rhabdomyolysis,72888,Rhabdomyolysis
11003,Muscle/ligament dis NEC,72889,"Other disorders of muscle, ligament, and fascia"
11004,Muscle/ligament dis NOS,7289,"Unspecified disorder of muscle, ligament, and fascia"
11005,Rheumatism NOS,7290,"Rheumatism, unspecified and fibrositis"
