,icd9_code,short_title,long_title
3591,9655,Tracheostomy toilette,Tracheostomy toilette
3592,9656,Bronch/trach lavage NEC,Other lavage of bronchus and trachea
3593,9657,Vascular cath irrigation,Irrigation of vascular catheter
3594,9658,Wound catheter irrigat,Irrigation of wound catheter
3595,9659,Wound irrigation NEC,Other irrigation of wound
3596,966,Entral infus nutrit sub,Enteral infusion of concentrated nutritional substances
3597,9670,Con inv mec ven-unsp dur,Continuous invasive mechanical ventilation of unspecified duration
3598,9671,Cont inv mec ven <96 hrs,Continuous invasive mechanical ventilation for less than 96 consecutive hours
3599,9672,Cont inv mec ven 96+ hrs,Continuous invasive mechanical ventilation for 96 consecutive hours or more
3600,9701,Replace gast/esoph tube,Replacement of (naso-)gastric or esophagostomy tube
3601,9702,Replace gastrostomy tube,Replacement of gastrostomy tube
3602,9703,Replace small bowel tube,Replacement of tube or enterostomy device of small intestine
3603,9704,Replace large bowel tube,Replacement of tube or enterostomy device of large intestine
3604,9705,Repl stent in bile duct,Replacement of stent (tube) in biliary or pancreatic duct
3605,9711,Replace upper limb cast,Replacement of cast on upper limb
3606,9052,Culture-blood,"Microscopic examination of blood, culture"
3607,9053,C & s-blood,"Microscopic examination of blood, culture and sensitivity"
3608,9054,Parasitology-blood,"Microscopic examination of blood, parasitology"
3609,9055,Toxicology-blood,"Microscopic examination of blood, toxicology"
3610,9056,Cell block/pap-blood,"Microscopic examination of blood, cell block and Papanicolaou smear"
3611,9059,Micro exam-blood NEC,"Microscopic examination of blood, other microscopic examination"
3612,9061,Bact smear-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, bacterial smear"
3613,9062,Culture-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, culture"
3614,9063,C & s-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity"
3615,9064,Parasitol-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, parasitology"
3616,9065,Toxicology-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, toxicology"
3617,9066,Cell blk/pap-spleen/marr,"Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear"
3618,9069,Micro exam-spln/marr NEC,"Microscopic examination of specimen from spleen and of bone marrow, other microscopic examination"
3619,9071,Bact smear-lymph system,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear"
3620,9072,Culture-lymph system,"Microscopic examination of specimen from lymph node and of lymph, culture"
3621,9073,C & s-lymph system,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity"
3622,9074,Parasitology-lymph sys,"Microscopic examination of specimen from lymph node and of lymph, parasitology"
3623,9075,Toxicology-lymph system,"Microscopic examination of specimen from lymph node and of lymph, toxicology"
3624,9076,Cell blk/pap-lymph sys,"Microscopic examination of specimen from lymph node and of lymph, cell block and Papanicolaou smear"
3625,9079,Micro exam-lymph sys NEC,"Microscopic examination of specimen from lymph node and of lymph, other microscopic examination"
3626,9081,Bact smear-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear"
3627,9082,Culture-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture"
3628,9083,C & s-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity"
3629,9084,Parasitology-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology"
3630,9085,Toxicology-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology"
3631,9086,Cell blk/pap-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and Papanicolaou smear"
3632,9089,Micro exam-upper GI NEC,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, other microscopic examination"
3633,9091,Bact smear-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, bacterial smear"
3634,9092,Culture-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture"
3635,9712,Replace lower limb cast,Replacement of cast on lower limb
3636,9713,Replace cast NEC,Replacement of other cast
3637,9714,Replac m/s immob dev NEC,Replacement of other device for musculoskeletal immobilization
3638,9715,Replace wound catheter,Replacement of wound catheter
3639,9716,Replace wound pack/drain,Replacement of wound packing or drain
3640,9721,Replace nasal packing,Replacement of nasal packing
3641,9722,Replace dental packing,Replacement of dental packing
3642,9723,Replace trach tube,Replacement of tracheostomy tube
3643,9724,Replace vag diaphragm,Replacement and refitting of vaginal diaphragm
3644,9725,Replace vaginal pessary,Replacement of other vaginal pessary
3645,9726,Replace vag/vulv packing,Replacement of vaginal or vulvar packing or drain
3646,9729,Non-op replacement NEC,Other nonoperative replacements
3647,9731,Remove eye prosthesis,Removal of eye prosthesis
3648,9732,Remove nasal packing,Removal of nasal packing
3649,9733,Remove dental wiring,Removal of dental wiring
3650,9734,Remove dental packing,Removal of dental packing
3651,9735,Remove dental prosthesis,Removal of dental prosthesis
3652,9736,Remove ext mand fix dev,Removal of other external mandibular fixation device
3653,9737,Remove tracheostomy tube,Removal of tracheostomy tube
3654,9738,Remove head/neck sutures,Removal of sutures from head and neck
3655,9739,Remove head/neck dev NEC,Removal of other therapeutic device from head and neck
3656,9741,Remov thoracotomy tube,Removal of thoracotomy tube or pleural cavity drain
3657,9742,Remov mediastinal drain,Removal of mediastinal drain
3658,9743,Remov thorax sutures,Removal of sutures from thorax
3659,9744,Nonop remov hrt asst sys,Nonoperative removal of heart assist system
3660,9749,Remov thor ther dev NEC,Removal of other device from thorax
3661,9751,Remov gastrostomy tube,Removal of gastrostomy tube
3662,9752,Remov small bowel tube,Removal of tube from small intestine
3663,9753,Remov large bowel tube,Removal of tube from large intestine or appendix
3664,9754,Remov cholecystost tube,Removal of cholecystostomy tube
3665,9755,Remov biliary/liver tube,"Removal of T-tube, other bile duct tube, or liver tube"
3666,9756,Remov pancreatic tube,Removal of pancreatic tube or drain
3667,9759,Remov other GI device,Removal of other device from digestive system
3668,9761,Remov pyelos/nephros tub,Removal of pyelostomy and nephrostomy tube
3669,9762,Remov ureteral drain,Removal of ureterostomy tube and ureteral catheter
3670,9763,Remov cystostomy tube,Removal of cystostomy tube
3671,9764,Remov urin drainage NEC,Removal of other urinary drainage device
3672,9093,C & s-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture and sensitivity"
3673,9094,Parasitology-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, parasitology"
3674,9095,Toxicology-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, toxicology"
3675,9096,Cell blk/pap-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, cell block and Papanicolaou smear"
3676,9099,Micro exam-lower GI NEC,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, other microscopic examination"
3677,9101,Bact smear-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, bacterial smear"
3678,9102,Culture-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture"
3679,9103,C & s-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture and sensitivity"
3680,9104,Parasitology-bili/pancr,"Microscopic examination of specimen from liver, biliary tract, and pancreas, parasitology"
3681,9105,Toxicology-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, toxicology"
3682,9106,Cell blk/pap-bili/pancre,"Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and Papanicolaou smear"
3683,9109,Micro exam-bili/panc NEC,"Microscopic examination of specimen from liver, biliary tract, and pancreas, other microscopic examination"
3684,9111,Bact smear-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, bacterial smear"
3685,9112,Culture-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, culture"
3686,9113,C & s-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, culture and sensitivity"
3687,9114,Parasitology-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, parasitology"
3688,9115,Toxicology-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, toxicology"
3689,9116,Cell blk/pap-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, cell block and Papanicolaou smear"
3690,9119,Micro exam-periton NEC,"Microscopic examination of peritoneal and retroperitoneal specimen, other microscopic examination"
3691,9121,Bact smear-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, bacterial smear"
3692,9122,Culture-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture"
3693,9123,C & s-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture and sensitivity"
3694,9124,Parasitology-upper urin,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, parasitology"
3695,9125,Toxicology-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, toxicology"
3696,9126,Cell blk/pap-upper urin,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, cell block and Papanicolaou smear"
3697,9765,Remov urethral stent,Removal of urethral stent
3698,9769,Remov other urin device,Removal of other device from urinary system
3699,9771,Removal iud,Removal of intrauterine contraceptive device
3700,9772,Remov intrauterine pack,Removal of intrauterine pack
3701,9773,Remov vaginal diaphragm,Removal of vaginal diaphragm
3702,9774,Removal oth vag pessary,Removal of other vaginal pessary
3703,9775,Remov vag/vulv packing,Removal of vaginal or vulvar packing
3704,9779,Remov other genit device,Removal of other device from genital tract
3705,9781,Remov retroperiton drain,Removal of retroperitoneal drainage device
3706,9782,Remov peritoneal drain,Removal of peritoneal drainage device
3707,9783,Remov abdom wall suture,Removal of abdominal wall sutures
3708,9784,Remov trunk suture NEC,"Removal of sutures from trunk, not elsewhere classified"
3709,9785,Remov trunk packing NEC,"Removal of packing from trunk, not elsewhere classified"
3710,9786,Remov abdomen device NEC,Removal of other device from abdomen
3711,9787,Remov trunk device NEC,Removal of other device from trunk
3712,9788,Remov ext immobilization,Removal of external immobilization device
3713,9789,Remov therapeut dev NEC,Removal of other therapeutic device
3714,9801,Remov intralum mouth FB,Removal of intraluminal foreign body from mouth without incision
3715,9802,Remov intralum esoph FB,Removal of intraluminal foreign body from esophagus without incision
3716,9803,Remov intralum gastr FB,Removal of intraluminal foreign body from stomach and small intestine without incision
3717,9804,Remov intralum colon FB,Removal of intraluminal foreign body from large intestine without incision
3718,9805,Remov intralum rect FB,Removal of intraluminal foreign body from rectum and anus without incision
3719,9811,Remov intralum ear FB,Removal of intraluminal foreign body from ear without incision
3720,9812,Remov intralum nose FB,Removal of intraluminal foreign body from nose without incision
3721,9813,Remov intralum pharyn FB,Removal of intraluminal foreign body from pharynx without incision
3722,9814,Remov intralum laryn FB,Removal of intraluminal foreign body from larynx without incision
3723,9815,Remov intralum trach FB,Removal of intraluminal foreign body from trachea and bronchus without incision
3724,9816,Remov intralum uter FB,Removal of intraluminal foreign body from uterus without incision
3725,9817,Remov intralum vag FB,Removal of intraluminal foreign body from vagina without incision
3726,9818,Remov intralum stoma FB,Removal of intraluminal foreign body from artificial stoma without incision
3727,9819,Remove intralum ureth FB,Removal of intraluminal foreign body from urethra without incision
3728,9820,Removal of FB NOS,"Removal of foreign body, not otherwise specified"
3729,9821,Removal superfic FB eye,Removal of superficial foreign body from eye without incision
3730,9822,Removal head/neck FB,Removal of other foreign body without incision from head and neck
3731,9823,Removal vulvar FB,Removal of foreign body from vulva without incision
3732,9129,Micro exam-uppr urin NEC,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, other microscopic examination"
3733,9131,Bact smear-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, bacterial smear"
3734,9132,Culture-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture"
3735,9133,C & s-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture and sensitivity"
